answer	answer_sentenceid	questionid	storyid
1	210d56ce-a940-4766-9b7b-d086b2c5682d_2	210d56ce-a940-4766-9b7b-d086b2c5682d_Q0	210d56ce-a940-4766-9b7b-d086b2c5682d
0	210d56ce-a940-4766-9b7b-d086b2c5682d_0	210d56ce-a940-4766-9b7b-d086b2c5682d_Q1	210d56ce-a940-4766-9b7b-d086b2c5682d
1	210d56ce-a940-4766-9b7b-d086b2c5682d_1	210d56ce-a940-4766-9b7b-d086b2c5682d_Q2	210d56ce-a940-4766-9b7b-d086b2c5682d
2	210d56ce-a940-4766-9b7b-d086b2c5682d_3	210d56ce-a940-4766-9b7b-d086b2c5682d_Q3	210d56ce-a940-4766-9b7b-d086b2c5682d
1	50357157-3765-40b5-8e32-f86961c98be0_0	50357157-3765-40b5-8e32-f86961c98be0_Q0	50357157-3765-40b5-8e32-f86961c98be0
2	50357157-3765-40b5-8e32-f86961c98be0_2	50357157-3765-40b5-8e32-f86961c98be0_Q1	50357157-3765-40b5-8e32-f86961c98be0
5	50357157-3765-40b5-8e32-f86961c98be0_3	50357157-3765-40b5-8e32-f86961c98be0_Q2	50357157-3765-40b5-8e32-f86961c98be0
0	50357157-3765-40b5-8e32-f86961c98be0_0	50357157-3765-40b5-8e32-f86961c98be0_Q3	50357157-3765-40b5-8e32-f86961c98be0
1	006536d7-2be3-49a4-a750-769684e952ed_0	006536d7-2be3-49a4-a750-769684e952ed_Q0	006536d7-2be3-49a4-a750-769684e952ed
1	006536d7-2be3-49a4-a750-769684e952ed_1	006536d7-2be3-49a4-a750-769684e952ed_Q1	006536d7-2be3-49a4-a750-769684e952ed
3	006536d7-2be3-49a4-a750-769684e952ed_1	006536d7-2be3-49a4-a750-769684e952ed_Q2	006536d7-2be3-49a4-a750-769684e952ed
2	006536d7-2be3-49a4-a750-769684e952ed_1	006536d7-2be3-49a4-a750-769684e952ed_Q3	006536d7-2be3-49a4-a750-769684e952ed
10	a111d580-1fb2-4ab1-848a-0856982dfcd5_0	a111d580-1fb2-4ab1-848a-0856982dfcd5_Q0	a111d580-1fb2-4ab1-848a-0856982dfcd5
1	a111d580-1fb2-4ab1-848a-0856982dfcd5_1	a111d580-1fb2-4ab1-848a-0856982dfcd5_Q1	a111d580-1fb2-4ab1-848a-0856982dfcd5
1	a111d580-1fb2-4ab1-848a-0856982dfcd5_0	a111d580-1fb2-4ab1-848a-0856982dfcd5_Q2	a111d580-1fb2-4ab1-848a-0856982dfcd5
2	a111d580-1fb2-4ab1-848a-0856982dfcd5_4	a111d580-1fb2-4ab1-848a-0856982dfcd5_Q3	a111d580-1fb2-4ab1-848a-0856982dfcd5
5	790d9cb4-4832-49e8-8137-331e79a4b9e6_0	790d9cb4-4832-49e8-8137-331e79a4b9e6_Q0	790d9cb4-4832-49e8-8137-331e79a4b9e6
1	790d9cb4-4832-49e8-8137-331e79a4b9e6_2	790d9cb4-4832-49e8-8137-331e79a4b9e6_Q1	790d9cb4-4832-49e8-8137-331e79a4b9e6
4	790d9cb4-4832-49e8-8137-331e79a4b9e6_1	790d9cb4-4832-49e8-8137-331e79a4b9e6_Q2	790d9cb4-4832-49e8-8137-331e79a4b9e6
5	790d9cb4-4832-49e8-8137-331e79a4b9e6_2	790d9cb4-4832-49e8-8137-331e79a4b9e6_Q3	790d9cb4-4832-49e8-8137-331e79a4b9e6
1	e663b977-2af7-4b1d-bd33-352d932f851b_0	e663b977-2af7-4b1d-bd33-352d932f851b_Q0	e663b977-2af7-4b1d-bd33-352d932f851b
0	e663b977-2af7-4b1d-bd33-352d932f851b_0	e663b977-2af7-4b1d-bd33-352d932f851b_Q1	e663b977-2af7-4b1d-bd33-352d932f851b
13	e663b977-2af7-4b1d-bd33-352d932f851b_2	e663b977-2af7-4b1d-bd33-352d932f851b_Q2	e663b977-2af7-4b1d-bd33-352d932f851b
2	e663b977-2af7-4b1d-bd33-352d932f851b_4	e663b977-2af7-4b1d-bd33-352d932f851b_Q3	e663b977-2af7-4b1d-bd33-352d932f851b
0	375c34c9-3d98-4b2f-9076-404f34ad4e66_0	375c34c9-3d98-4b2f-9076-404f34ad4e66_Q0	375c34c9-3d98-4b2f-9076-404f34ad4e66
2	375c34c9-3d98-4b2f-9076-404f34ad4e66_2	375c34c9-3d98-4b2f-9076-404f34ad4e66_Q1	375c34c9-3d98-4b2f-9076-404f34ad4e66
5	375c34c9-3d98-4b2f-9076-404f34ad4e66_3	375c34c9-3d98-4b2f-9076-404f34ad4e66_Q2	375c34c9-3d98-4b2f-9076-404f34ad4e66
0	375c34c9-3d98-4b2f-9076-404f34ad4e66_0	375c34c9-3d98-4b2f-9076-404f34ad4e66_Q3	375c34c9-3d98-4b2f-9076-404f34ad4e66
9	6ebc8d48-029b-4f00-89b3-773ce802825e_0	6ebc8d48-029b-4f00-89b3-773ce802825e_Q0	6ebc8d48-029b-4f00-89b3-773ce802825e
3	6ebc8d48-029b-4f00-89b3-773ce802825e_1	6ebc8d48-029b-4f00-89b3-773ce802825e_Q1	6ebc8d48-029b-4f00-89b3-773ce802825e
0	6ebc8d48-029b-4f00-89b3-773ce802825e_0	6ebc8d48-029b-4f00-89b3-773ce802825e_Q2	6ebc8d48-029b-4f00-89b3-773ce802825e
2	6ebc8d48-029b-4f00-89b3-773ce802825e_4	6ebc8d48-029b-4f00-89b3-773ce802825e_Q3	6ebc8d48-029b-4f00-89b3-773ce802825e
5	5e76713f-92b2-4a5d-8f8d-510fde45705c_0	5e76713f-92b2-4a5d-8f8d-510fde45705c_Q0	5e76713f-92b2-4a5d-8f8d-510fde45705c
0	5e76713f-92b2-4a5d-8f8d-510fde45705c_0	5e76713f-92b2-4a5d-8f8d-510fde45705c_Q1	5e76713f-92b2-4a5d-8f8d-510fde45705c
1	5e76713f-92b2-4a5d-8f8d-510fde45705c_2	5e76713f-92b2-4a5d-8f8d-510fde45705c_Q2	5e76713f-92b2-4a5d-8f8d-510fde45705c
0	5e76713f-92b2-4a5d-8f8d-510fde45705c_0	5e76713f-92b2-4a5d-8f8d-510fde45705c_Q3	5e76713f-92b2-4a5d-8f8d-510fde45705c
4	712702cc-f042-4ca5-84dc-ada756cc8959_0	712702cc-f042-4ca5-84dc-ada756cc8959_Q0	712702cc-f042-4ca5-84dc-ada756cc8959
4	712702cc-f042-4ca5-84dc-ada756cc8959_1	712702cc-f042-4ca5-84dc-ada756cc8959_Q1	712702cc-f042-4ca5-84dc-ada756cc8959
9	712702cc-f042-4ca5-84dc-ada756cc8959_2	712702cc-f042-4ca5-84dc-ada756cc8959_Q2	712702cc-f042-4ca5-84dc-ada756cc8959
4	712702cc-f042-4ca5-84dc-ada756cc8959_2	712702cc-f042-4ca5-84dc-ada756cc8959_Q3	712702cc-f042-4ca5-84dc-ada756cc8959
10	61550fe1-c17d-4b94-b225-941026bdb68e_0	61550fe1-c17d-4b94-b225-941026bdb68e_Q0	61550fe1-c17d-4b94-b225-941026bdb68e
4	61550fe1-c17d-4b94-b225-941026bdb68e_1	61550fe1-c17d-4b94-b225-941026bdb68e_Q1	61550fe1-c17d-4b94-b225-941026bdb68e
2	61550fe1-c17d-4b94-b225-941026bdb68e_2	61550fe1-c17d-4b94-b225-941026bdb68e_Q2	61550fe1-c17d-4b94-b225-941026bdb68e
0	61550fe1-c17d-4b94-b225-941026bdb68e_0	61550fe1-c17d-4b94-b225-941026bdb68e_Q3	61550fe1-c17d-4b94-b225-941026bdb68e
4	mc500.train.0_2	mc500.train.0_Q0	mc500.train.0
1	mc500.train.0_14	mc500.train.0_Q1	mc500.train.0
1	mc500.train.0_15	mc500.train.0_Q2	mc500.train.0
4	mc500.train.0_2	mc500.train.0_Q3	mc500.train.0
1	mc500.train.0_10	mc500.train.0_Q4	mc500.train.0
6	mc500.train.0_19	mc500.train.0_Q5	mc500.train.0
6	mc500.train.0_9	mc500.train.0_Q6	mc500.train.0
5	mc500.train.0_5	mc500.train.0_Q7	mc500.train.0
6	mc500.train.0_13	mc500.train.0_Q8	mc500.train.0
1	mc500.train.0_17	mc500.train.0_Q9	mc500.train.0
11	mc500.train.0_11	mc500.train.0_Q10	mc500.train.0
7	mc500.train.0_8	mc500.train.0_Q11	mc500.train.0
2	mc500.train.0_7	mc500.train.0_Q12	mc500.train.0
1	mc500.train.0_11	mc500.train.0_Q13	mc500.train.0
30	mc500.train.0_18	mc500.train.0_Q14	mc500.train.0
6	mc500.train.0_6	mc500.train.0_Q15	mc500.train.0
1	mc500.train.0_0	mc500.train.0_Q16	mc500.train.0
2	mc500.train.0_0	mc500.train.0_Q17	mc500.train.0
0	mc500.train.0_0	mc500.train.0_Q18	mc500.train.0
4	mc500.train.0_11	mc500.train.0_Q19	mc500.train.0
2	mc500.train.0_8	mc500.train.0_Q20	mc500.train.0
8	mc500.train.0_17	mc500.train.0_Q21	mc500.train.0
9	mc500.train.0_5	mc500.train.0_Q22	mc500.train.0
5	mc500.train.0_5	mc500.train.0_Q23	mc500.train.0
1	mc500.train.18_0	mc500.train.18_Q0	mc500.train.18
1	mc500.train.18_0	mc500.train.18_Q1	mc500.train.18
3	mc500.train.18_2	mc500.train.18_Q2	mc500.train.18
1	mc500.train.18_4	mc500.train.18_Q3	mc500.train.18
9	mc500.train.18_1	mc500.train.18_Q4	mc500.train.18
2	mc500.train.18_3	mc500.train.18_Q5	mc500.train.18
3	mc500.train.18_7	mc500.train.18_Q6	mc500.train.18
2	mc500.train.18_1	mc500.train.18_Q7	mc500.train.18
3	mc500.train.18_10	mc500.train.18_Q8	mc500.train.18
6	mc500.train.18_0	mc500.train.18_Q9	mc500.train.18
2	mc500.train.18_7	mc500.train.18_Q10	mc500.train.18
5	mc500.train.18_12	mc500.train.18_Q11	mc500.train.18
3	mc500.train.18_10	mc500.train.18_Q12	mc500.train.18
4	mc500.train.18_6	mc500.train.18_Q13	mc500.train.18
12	mc500.train.18_1	mc500.train.18_Q14	mc500.train.18
5	mc500.train.18_8	mc500.train.18_Q15	mc500.train.18
3	mc500.train.18_7	mc500.train.18_Q16	mc500.train.18
5	mc500.train.18_6	mc500.train.18_Q17	mc500.train.18
1	mc500.train.18_1	mc500.train.18_Q18	mc500.train.18
3	mc500.train.18_2	mc500.train.18_Q19	mc500.train.18
5	mc500.train.18_0	mc500.train.18_Q20	mc500.train.18
8	mc500.train.18_1	mc500.train.18_Q21	mc500.train.18
0	mc500.train.23_0	mc500.train.23_Q0	mc500.train.23
6	mc500.train.23_1	mc500.train.23_Q1	mc500.train.23
1	mc500.train.23_5	mc500.train.23_Q2	mc500.train.23
2	mc500.train.23_5	mc500.train.23_Q3	mc500.train.23
5	mc500.train.23_6	mc500.train.23_Q4	mc500.train.23
5	mc500.train.23_1	mc500.train.23_Q5	mc500.train.23
8	mc500.train.23_8	mc500.train.23_Q6	mc500.train.23
1	mc500.train.23_9	mc500.train.23_Q7	mc500.train.23
1	mc500.train.23_9	mc500.train.23_Q8	mc500.train.23
3	mc500.train.23_12	mc500.train.23_Q9	mc500.train.23
29	mc500.train.23_16	mc500.train.23_Q10	mc500.train.23
8	mc500.train.23_18	mc500.train.23_Q11	mc500.train.23
10	mc500.train.23_20	mc500.train.23_Q12	mc500.train.23
11	mc500.train.23_11	mc500.train.23_Q13	mc500.train.23
2	mc500.train.23_3	mc500.train.23_Q14	mc500.train.23
6	mc500.train.23_17	mc500.train.23_Q15	mc500.train.23
7	mc500.train.23_16	mc500.train.23_Q16	mc500.train.23
10	mc500.train.23_7	mc500.train.23_Q17	mc500.train.23
9	mc500.train.23_12	mc500.train.23_Q18	mc500.train.23
2	mc500.train.23_18	mc500.train.23_Q19	mc500.train.23
2	mc500.train.23_3	mc500.train.23_Q20	mc500.train.23
3	mc500.train.25_0	mc500.train.25_Q0	mc500.train.25
4	mc500.train.25_0	mc500.train.25_Q1	mc500.train.25
1	mc500.train.25_7	mc500.train.25_Q2	mc500.train.25
6	mc500.train.25_3	mc500.train.25_Q3	mc500.train.25
2	mc500.train.25_1	mc500.train.25_Q4	mc500.train.25
1	mc500.train.25_1	mc500.train.25_Q5	mc500.train.25
1	mc500.train.25_1	mc500.train.25_Q6	mc500.train.25
1	mc500.train.25_0	mc500.train.25_Q7	mc500.train.25
3	mc500.train.25_7	mc500.train.25_Q8	mc500.train.25
3	mc500.train.25_7	mc500.train.25_Q9	mc500.train.25
9	mc500.train.25_8	mc500.train.25_Q10	mc500.train.25
3	mc500.train.25_8	mc500.train.25_Q11	mc500.train.25
9	mc500.train.25_9	mc500.train.25_Q12	mc500.train.25
3	mc500.train.25_6	mc500.train.25_Q13	mc500.train.25
3	mc500.train.25_6	mc500.train.25_Q14	mc500.train.25
5	mc500.train.25_2	mc500.train.25_Q15	mc500.train.25
1	mc500.train.25_1	mc500.train.25_Q16	mc500.train.25
8	mc500.train.25_8	mc500.train.25_Q17	mc500.train.25
3	mc500.train.25_3	mc500.train.25_Q18	mc500.train.25
6	mc500.train.25_3	mc500.train.25_Q19	mc500.train.25
1	mc500.train.25_0	mc500.train.25_Q20	mc500.train.25
1	mc500.train.111_12	mc500.train.111_Q0	mc500.train.111
1	mc500.train.111_13	mc500.train.111_Q1	mc500.train.111
2	mc500.train.111_11	mc500.train.111_Q2	mc500.train.111
1	mc500.train.111_8	mc500.train.111_Q3	mc500.train.111
1	mc500.train.111_7	mc500.train.111_Q4	mc500.train.111
6	mc500.train.111_9	mc500.train.111_Q5	mc500.train.111
9	mc500.train.111_9	mc500.train.111_Q6	mc500.train.111
2	mc500.train.111_0	mc500.train.111_Q7	mc500.train.111
1	mc500.train.111_0	mc500.train.111_Q8	mc500.train.111
1	mc500.train.111_3	mc500.train.111_Q9	mc500.train.111
3	mc500.train.111_4	mc500.train.111_Q10	mc500.train.111
1	mc500.train.111_4	mc500.train.111_Q11	mc500.train.111
3	mc500.train.111_6	mc500.train.111_Q12	mc500.train.111
1	mc500.train.111_15	mc500.train.111_Q13	mc500.train.111
3	mc500.train.111_8	mc500.train.111_Q14	mc500.train.111
2	fables-01_0	fables-01_Q1	fables-01
12	fables-01_0	fables-01_Q10	fables-01
7	fables-01_0	fables-01_Q11	fables-01
3	fables-01_1	fables-01_Q12	fables-01
1	fables-01_4	fables-01_Q13	fables-01
5	fables-01_0	fables-01_Q14	fables-01
5	fables-01_0	fables-01_Q15	fables-01
0	fables-01_0	fables-01_Q16	fables-01
3	fables-01_0	fables-01_Q17	fables-01
0	fables-01_0	fables-01_Q18	fables-01
1	fables-01_0	fables-01_Q2	fables-01
0	fables-01_0	fables-01_Q3	fables-01
1	fables-01_0	fables-01_Q4	fables-01
2	fables-01_1	fables-01_Q5	fables-01
0	fables-01_0	fables-01_Q6	fables-01
2	fables-01_4	fables-01_Q7	fables-01
0	fables-01_0	fables-01_Q8	fables-01
1	fables-01_0	fables-01_Q9	fables-01
2	fables-02_0	fables-02_Q1	fables-02
3	fables-02_0	fables-02_Q10	fables-02
0	fables-02_0	fables-02_Q11	fables-02
1	fables-02_5	fables-02_Q12	fables-02
0	fables-02_0	fables-02_Q13	fables-02
0	fables-02_0	fables-02_Q14	fables-02
1	fables-02_0	fables-02_Q15	fables-02
2	fables-02_0	fables-02_Q16	fables-02
1	fables-02_1	fables-02_Q17	fables-02
1	fables-02_0	fables-02_Q18	fables-02
0	fables-02_0	fables-02_Q19	fables-02
4	fables-02_8	fables-02_Q2	fables-02
1	fables-02_0	fables-02_Q20	fables-02
0	fables-02_0	fables-02_Q21	fables-02
0	fables-02_0	fables-02_Q22	fables-02
1	fables-02_0	fables-02_Q23	fables-02
1	fables-02_0	fables-02_Q3	fables-02
0	fables-02_0	fables-02_Q4	fables-02
2	fables-02_0	fables-02_Q5	fables-02
0	fables-02_0	fables-02_Q6	fables-02
0	fables-02_0	fables-02_Q7	fables-02
1	fables-02_8	fables-02_Q8	fables-02
0	fables-02_0	fables-02_Q9	fables-02
0	fables-03_0	fables-03_Q1	fables-03
5	fables-03_4	fables-03_Q10	fables-03
2	fables-03_4	fables-03_Q11	fables-03
2	fables-03_3	fables-03_Q12	fables-03
3	fables-03_0	fables-03_Q13	fables-03
5	fables-03_1	fables-03_Q14	fables-03
7	fables-03_2	fables-03_Q15	fables-03
6	fables-03_2	fables-03_Q16	fables-03
1	fables-03_2	fables-03_Q17	fables-03
11	fables-03_2	fables-03_Q18	fables-03
7	fables-03_2	fables-03_Q19	fables-03
3	fables-03_0	fables-03_Q2	fables-03
8	fables-03_3	fables-03_Q20	fables-03
4	fables-03_4	fables-03_Q21	fables-03
2	fables-03_0	fables-03_Q22	fables-03
2	fables-03_1	fables-03_Q23	fables-03
0	fables-03_0	fables-03_Q24	fables-03
1	fables-03_2	fables-03_Q25	fables-03
0	fables-03_0	fables-03_Q26	fables-03
8	fables-03_3	fables-03_Q27	fables-03
3	fables-03_0	fables-03_Q3	fables-03
6	fables-03_2	fables-03_Q4	fables-03
1	fables-03_3	fables-03_Q5	fables-03
3	fables-03_3	fables-03_Q6	fables-03
1	fables-03_2	fables-03_Q7	fables-03
3	fables-03_3	fables-03_Q8	fables-03
1	fables-03_4	fables-03_Q9	fables-03
3	fables-04_0	fables-04_Q1	fables-04
2	fables-04_1	fables-04_Q10	fables-04
5	fables-04_3	fables-04_Q11	fables-04
0	fables-04_0	fables-04_Q12	fables-04
1	fables-04_0	fables-04_Q13	fables-04
9	fables-04_1	fables-04_Q14	fables-04
8	fables-04_1	fables-04_Q15	fables-04
0	fables-04_0	fables-04_Q16	fables-04
7	fables-04_1	fables-04_Q17	fables-04
6	fables-04_0	fables-04_Q2	fables-04
1	fables-04_0	fables-04_Q3	fables-04
0	fables-04_0	fables-04_Q4	fables-04
1	fables-04_0	fables-04_Q5	fables-04
3	fables-04_4	fables-04_Q6	fables-04
3	fables-04_1	fables-04_Q7	fables-04
5	fables-04_4	fables-04_Q8	fables-04
2	fables-04_1	fables-04_Q9	fables-04
14	fables-05_0	fables-05_Q1	fables-05
1	fables-05_1	fables-05_Q10	fables-05
0	fables-05_0	fables-05_Q11	fables-05
0	fables-05_0	fables-05_Q12	fables-05
3	fables-05_3	fables-05_Q13	fables-05
0	fables-05_0	fables-05_Q14	fables-05
0	fables-05_0	fables-05_Q15	fables-05
0	fables-05_0	fables-05_Q16	fables-05
4	fables-05_2	fables-05_Q2	fables-05
3	fables-05_3	fables-05_Q3	fables-05
7	fables-05_1	fables-05_Q4	fables-05
2	fables-05_1	fables-05_Q5	fables-05
0	fables-05_0	fables-05_Q6	fables-05
3	fables-05_3	fables-05_Q7	fables-05
3	fables-05_3	fables-05_Q8	fables-05
1	fables-05_3	fables-05_Q9	fables-05
0	fables-06_0	fables-06_Q1	fables-06
1	fables-06_0	fables-06_Q10	fables-06
5	fables-06_6	fables-06_Q11	fables-06
6	fables-06_2	fables-06_Q12	fables-06
1	fables-06_0	fables-06_Q13	fables-06
1	fables-06_6	fables-06_Q14	fables-06
1	fables-06_7	fables-06_Q15	fables-06
0	fables-06_0	fables-06_Q16	fables-06
0	fables-06_0	fables-06_Q17	fables-06
3	fables-06_2	fables-06_Q18	fables-06
2	fables-06_6	fables-06_Q19	fables-06
0	fables-06_0	fables-06_Q2	fables-06
4	fables-06_6	fables-06_Q20	fables-06
3	fables-06_1	fables-06_Q21	fables-06
3	fables-06_1	fables-06_Q22	fables-06
7	fables-06_7	fables-06_Q23	fables-06
1	fables-06_7	fables-06_Q24	fables-06
1	fables-06_3	fables-06_Q25	fables-06
0	fables-06_0	fables-06_Q26	fables-06
1	fables-06_1	fables-06_Q27	fables-06
1	fables-06_0	fables-06_Q28	fables-06
4	fables-06_4	fables-06_Q3	fables-06
15	fables-06_6	fables-06_Q4	fables-06
14	fables-06_6	fables-06_Q5	fables-06
1	fables-06_0	fables-06_Q6	fables-06
6	fables-06_6	fables-06_Q7	fables-06
5	fables-06_6	fables-06_Q8	fables-06
1	fables-06_6	fables-06_Q9	fables-06
